Address_ID|Ent_ID|Address|City|stateProvince|Country|PostalCode|Remarks|NameSource
12437434|9178020||||Bosnia and Herzegovina|||
11102809|7552307|Rua Major Manoel Fernandes Netto, 13|São José dos Campos|São Paulo|Brazil|12213-270||
11102810|7552307|Av. Henrique Bertin, 9813|Campo Grande|Mato Grosso do Sul|Brazil|79073-785||
11577714|8309458||||Syria|||
12062336|8825395||Hyderabad|Telangana|India|||
190580|203635|Via Masina Number 7|Mailand||Italy|||
11189315|7396547|||Barqah|Libya|||
11189316|7396547|||Fezzan|Libya|||
11189317|7396547||Sirte|Tripolitania|Libya|||
12065841|8825395||Manuguru|Telangana|India|||
11123063|7584395||Cardiff|Wales|United Kingdom|||
11663816|8429086|Calle 39 A # 18-29|Montería|Córdoba|Colombia|||
13092499|53048||Caracas|Distrito Capital|Venezuela|||
313397|1661206||Tagkawayan|Quezon|Philippines|||
313400|1661206||Ayungon|Negros Oriental|Philippines|||
666268|5982389||Fort Lee|New Jersey|United States|||
12629242|9376057|Calle 24 No. 31-23|Pasto|Nariño|Colombia|520004||
10734883|7108484||||Syria|||
11233426|2446722|59 Azadi Ali North Sohrevardi Avenue|Tehran|Tehran Province|Iran|||
11233427|2446722|No. 1 Alloy 7 Koy-e-nasr Street|Tehran|Tehran Province|Iran|144875||
11233428|2446722|No 2 Azadi Alley, North Sohrevardi Street|Tehran|Tehran Province|Iran|||
11233429|2446722|No. 8 Iraj Alley, Mozafarikhah Avenue, Golha Street|Tehran|Tehran Province|Iran|||
13134714|8738448||Likasi||Democratic Republic of the Congo|||
13134715|8738448||Manono||Democratic Republic of the Congo|||
13116877|9864086|Via Pretorio 1|Lugano|Ticino|Switzerland|6900||
13116878|9864086|Via Ferruccio Pelli 13|Lugano|Ticino|Switzerland|6900||
13116879|9864086|via Monte Ceneri 13|Lugano|Ticino|Switzerland|6900||
13116986|8597571||||Colombia|||
398763|3799605||Brooklyn, New York City|New York|United States|||
398766|3799598||Brooklyn, New York City|New York|United States|||
401741|1388576|Sunningdale Gardens|Belfast|Northern Ireland|United Kingdom|||
11778480|8549157|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
11778481|8549157|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
11778482|8549157||TEHRAN|TEHRAN|Iran|||
11780152|8550593|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11780153|8550593||SHIRAZ|SHIRAZ|Iran|||
11784480|8555723|Vavilova Street|MOSCOW||Russia|117997||
11784481|8555723|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
11784482|8555723||MOSCOW|MOSCOW|Russia|||
12721894|7201404|Leninskiy Prospekt, 32|Moscow|Moscow Oblast|Russia|||
13203602|2084823||Tehran|Tehran Province|Iran|||
13206324|7537281|Penal Punta Coco||Isleta de Punta Cocos|Panama|||
10729049|3870976||||Iraq|||
11173265|7653501||Lahore|Punjab|Pakistan|||
11711913|8406172||Montería|Córdoba|Colombia|||
12699764|8153662||||Colombia|||
166995|1933150|||Beirut Governorate|Lebanon|||
10852609|7241280||Bankstown|Sydney|Australia|||
11791096|8562918|Overseas Invt. and Netw. Expansion, floor 2, 190 Mirdamad Blvd|Tehran|Tehran Province|Iran|1549634811||
13049436|9801382||||Colombia|||
13051614|9803539|||Khyber Pakhtunkhwa|Pakistan|||
13051615|9803539|Barkat Town||Punjab|Pakistan|||
457211|5362735|No. 1109 Zhongshan Road|Dalian||China|||OFAC
10759153|1870718||||Pakistan|||
12557623|9302549||Turbo|Antioquia|Colombia|||
12559058|5910503|Mirdamad Blvd.|Tehran City|Tehran Province|Iran|||
12559966|2669137|Vali Asr Street, No 24|Tehran|Tehran Province|Iran|||
12559967|2669137|Ali-e-Asr Ave, No 24|Tehran|Tehran Province|Iran|193953796||
12559968|2669137|No.51, Jahan Koodak Crossroad|Tehran|Tehran Province|Iran|||
278564|2362598|Regimiento Piribebuy Avenue|Ciudad del Este||Paraguay|||
636846|5899007||Minneapolis|Minnesota|United States|||US-DOJ
12092475|8851932||||Iran|||
12102161|8861056|Praia do Flamengo, 78|Flamengo|Rio de Janeiro|Brazil|22210-030||
12118257|8180842|19, Vavilova st.|Moscow||Russia|117997||
13033852|9787527||||Colombia|||
12570837|5734473|Avenida. Libertador|Caracas|Distrito Capital|Venezuela|1050-A||
380273|3714552||Tehran|Tehran Province|Iran|15900||
655081|5969113|Al-Inmaa Group Building|Beirut|Beirut Governorate|Lebanon|||
11262297|2447915||Tehran|Tehran Province|United States|||
11266980|7764234||Pyongyang|Pyongyang Province|North Korea|||
11268158|7765369||||Syria|||
357458|1869395||Damascus|Damascus Governorate|Syria|||
12645471|5729558|ul. Timura Frunze, d.11|Moscow||Russia|119021||
11648550|5245665||Medellín|Antioquia|Colombia|||
12167281|8928326||||Colombia|||
12167282|8928326|Kilometro 17 Via Tunja Paipa|Cómbita|Boyacá|Colombia|||
12679955|2184760|19, Vavilova st.|Moscow||Russia|117997||
478743|5443174|Carrera 50 #9B-20|Cali|Valle|Colombia|||Sanctions
483069|5457177||||Nigeria|||SECO
11250820|5726250|Vía Base Naval|Puerto Cabello|Carabobo|Venezuela|||
11778363|2669137|Valiasr Ave, No 28|Tehran|Tehran Province|Iran|19686||
11779072|8549636|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
11779073|8549636|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
11780323|8550758|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11780324|8550758||KERMANSHAH|KERMANSHAH|Iran|||
11784991|8556188|Vavilova Street|MOSCOW||Russia|117997||
11784992|8556188|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
11784993|8556188||MOSCOW|MOSCOW|Russia|||
12728232|2669137|51 Baradran Sharifi Street|Tehran|Tehran Province|Iran|1969954345||
11178509|7659732|||Rudaki|Tajikistan|||
11711860|8473627||Montería|Córdoba|Colombia|||
11400803|1322813|Carrera 6 No. 5-43|Popayán|Cauca|Colombia|||
11402714|1870182||Tehran|Tehran Province|Iran|||
11402715|1870182|No. 5, Eslami St., Golestane Sevvom St., Pasdaran St.|Tehran|Tehran Province|Iran|||
11402716|1870182|Damavand Road, Azmayesh Trisection|Tehran|Tehran Province|Iran|||
11405607|8166538||||Syria|||
11405659|8166502||||Syria|||
11405685|8166638||||Syria|||
11405711|8166787||||Syria|||
11405851|8166988||||Syria|||
11406082|8167037||||Syria|||
163433|1870182|Damavand Tehran Highway|Tehran|Tehran Province|Iran|||
167999|1869345||Tehran|Tehran Province|Iran|||
169547|1941174|Ghaem Magham Farahani St,|Tehran City|Tehran Province|Iran|193651||
11056383|5769239||Gaza|Gaza strip|Palestina|||
11514942|8274903||Bogotá|Cundinamarca|Colombia|||
12505635|9247478|Dora highway|Bauchrieh|Metn|Lebanon|||
12976083|1513057||||Afghanistan|||
10818238|7201738|Avenue J.F. Kennedy 46a|Luxembourg||Luxembourg|1855||
12431493|9171981|Christodoulou Chatzipavlou, 221|Limassol|Limassol|Cyprus|3036||
12434718|9175253|107, Dunajska Str.|Ljubljana||Slovenia|1000||
12435079|9175614|Vavilova St., 19|Moscow||Russia|117997||
12435700|9176232|Polyustrovskiy Prospekt, 32A|St. Petersburg||Russia|195197||
11564839|8332863||Mosul||Iraq|||
12549355|3862079||Medellín|Antioquia|Colombia|||
190582|1524807|Rue Léon Théodore Number 107/1|Brüssel||Belgium|1090||
11191280|1867361||||Pakistan|||
11191306|1867361|||Laghman Province|Afghanistan|||
11605590|5332907||||Colombia|||
11594149|2102873||Damascus|Damascus Governorate|Syria|||
288337|1513057||Miramshah||Pakistan|||
288338|1513057||Miramshah||Pakistan|||
288339|1513057||Miramshah||Pakistan|||
11665614|5380614|28, Sadovaya-Spasskaya st.|Moscow||Russia|107078||
12618309|9364223||||Colombia|||
664694|5980808|63 Mersereau Ave.|Staten Island|New York|United States|10303||
11216980|7710305|||North Rhine-Westphalia|Germany|||
11216981|7710305||Berlin|Berlin|Germany|||
11682270|8445214|||Beijing|China|||
13041614|1956005|2+8 Payam Blvd|Tehran|Tehran|Iran|1981876165||
11198578|7686173||Cúcuta|Norte de Santander|Colombia|||
12087708|1869526||||United States|||
13063051|9171981|3 Roussos|Limassol|Limassol|Cyprus|3040||
13070538|5947770|13/1, Al-Farabi ave.|Almaty|Almaty Region|Kazakhstan|050059||
357351|3240232|2 Kazinets Street|Minsk  ||Belarus|220099||OFAC
11239279|7710305|Primo Maggio Square|Milan|Lombardy|Italy|20099||
11084628|7528527||Girón|Santander|Colombia|||
487684|5474849||||Syria|||Sanctions
12610821|1867361||||Afghanistan|||
401768|3814672|3rd Km. of Amir Kabir Road|Shiraz City|Fars Province|Iran|71365||
11778927|8549523|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
11778928|8549523|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
11778929|8549523||TEHRAN|TEHRAN|Iran|||
12181908|8943085|KR 17 No. 3-21|Sincelejo|Sucre|Colombia|||
10727616|7099794||||Syria|||
10727617|7099794||||United Kingdom|||
11706268|1647650|Shahid Motahari Street|Tehran City|Tehran Province|Iran|1587618118||
12697595|579676|Adnan Al Hakim Avenue|Beirut|Beirut|Lebanon|1105, 2080||
12697596|579676||||Lebanon|||
11405624|8166557||||Syria|||
11405700|8167118||||Syria|||
11405766|8166825||||Syria|||
11405780|8166957||||Syria|||
11405804|8166918||||Syria|||
11405919|8167132||||Syria|||
11406018|8166743||||Syria|||
12787346|1956005||Tehran|Tehran|Iran|19156-33383||
12787347|1956005|||Kish|Iran|||
12787348|1956005|Representative Office, 23 Argentine Square, Beihaghi Bulvard|Tehran|Tehran|Iran|15148||
12787349|1956005|1655/1 Valiasr Avenue, (Upper Chamran, Firoozeh Tower)|Tehran|Tehran|Iran|19656 43511||
12787350|1956005||Tehran|Tehran|Iran|||
12787351|1956005|No. 25, Tandis St., Africa Ave. (ex Jordan)|Tehran|Tehran|Iran|19156||
12787352|1956005||||Iran|||
12437365|9177961|Put Radomira Ivanovića br. 2|Podgorica||Montenegro|81000||
12439455|7357505|Buyukdere Caddesi No. 141, Kat. 7|Esentepe-Sisli/Istanbul||Turkey|34394||
11198562|7686166||Cúcuta|Norte de Santander|Colombia|||
11598183|5946773|31B, Shcheglovskaya Zaseka St.|Tula|Tula Region|Russia|300004||
11598882|7824814||Raqqa|Raqqa Governorate|Syria|||
12067822|3667443||Neiva|Huila|Colombia|||
12067823|3667443|Cra 58  No. 80 - 95|Bogotá|Cundinamarca|Colombia|111211||
12590028|9332503||Crown Point|Indiana|United States|||
12598622|35959|Av. Manuel Córdova Galarza|Mitad del Mundo|Quito|Ecuador|||
12598623|35959|Av. Vollmer|Caracas|Distrito Capital|Venezuela|||
12598624|35959|Av. Urdaneta|Caracas|Distrito Capital|Venezuela|||
12598625|35959|Av. Urdaneta|Caracas|Distrito Capital|Venezuela|||
12598626|35959|5ta Ave #1601||La Habana|Cuba|||
12598627|35959|Av. Libertador|Caracas|Distrito Capital|Venezuela|||
12598628|35959|Helferstorferstrasse 17||Vienna|Austria|A-1010||
11144174|7614570||Al Bab|Aleppo Governorate|Syria|||
12042152|8699896|Avenida. Libertador con calle El Empalme|Caracas|Distrito Capital|Venezuela|||
12563285|9308028|Calle 24 No. 31-23|Pasto|Nariño|Colombia|||
13018886|2177334|19, Vavilova St.|Moscow||Russia|117997||
11121430|7582189|Ambalath, Venganallur, Chelakkara Panchayath|Thrissur|Kerala|India|||
11121431|7582189||Chennai|Tamil Nadu|India|||
12626191|9331410||||Colombia|||
13030551|9784893||||Colombia|||
474958|5424591|4th Floor, Dalas Center, Old Saida Road|Chiyah|Baabda|Lebanon|||
474959|5424591|Postal Box 13-5483|||Lebanon|||Sanctions
474960|5424591|Old Saida Avenue, Dallas Center, 6th Floor|Beirut||Lebanon|||Sanctions
474961|5424591|6th Floor, Dallas Center, Old Saida Road|Chiyah|Baabda|Lebanon|||
475528|1870512||Najaf|Najaf Governorate|Iraq|||
10785274|7161087||St. Louis|Missouri|United States|||
347890|2015783|North Pasdaran Street|Tehran|Tehran Province|Iran|19575-497||
353584|3206647|Pasdaran Avenue|Tehran||Iran|16588||
353585|3206647||Yazd||Iran|||
353587|3206647||Yazd||Iran|||
353590|3206647|Km 5 of Taft Road|Yazd||Iran|||
12656737|9403270|The Green|Holywood|Northern Ireland|United Kingdom|||
12656738|9403270|Hopewell Crescent|Belfast|Northern Ireland|United Kingdom|||
13112791|9860615|Shahid Javad Ghanbari Street No. 22|Bazargan|West Azerbaijan Province|Iran|||
13112990|8716454||||Colombia|||
398767|3799607||Brooklyn, New York City|New York|United States|||
399884|3805105|3-C-C Impiana Condo Jalan, Ulu Klang   |Kuala Lumpur||Malaysia|||
11776896|8547637|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11776897|8547637||TEHRAN|TEHRAN|Iran|||
11780280|8550709|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11780281|8550709||Karaj|Alborz|Iran|||
11784691|8555925|Brestskaya street|KHABAROVSK||Russia|680011||
11784692|8555925|BRESTSKAYA UL. 4|KHABAROVSK|KHABAROVSK|Russia|680011||
11784693|8555925|ZEJSKAYA UL. 240|BLAGOVESHCHENSK|BLAGOVESHCHENSK|Russia|675000||
11711962|8464391|Calle 35 Carrera 23|Montería|Córdoba|Colombia|||
160360|1871030|No. 2 Iravan Street, Tishfoon St., Khaje Abdol ah Ansari Street, Shariati Street|Tehran|Tehran Province|Iran|||
163185|1866925|No. 4 Corner of Shad Street|Tehran City|Tehran Province|Iran|||
459253|5371239|No.190 Changjiang Road|Dalian|Liaoning Province|China|||FBI
466011|5393099||||Nigeria|||SECO
11134363|7599552||||Colombia|||
11143306|7613192||Beirut||Lebanon|||
11143307|7613192||||Syria|||
11143308|7613192||||Yemen|||
11589948|8359261|||Pyongyang|North Korea|||
283307|2377269||||Indonesia|||SECO
11666451|8429521|Km 5 Via Apartado Carepa|Apartadó|Antioquia|Colombia|||
11217890|7711451||||Greece|||
11217891|7711451||||Turkey|||
11217892|7711451||||Belgium|||
11217893|7711451|||Lower Saxony|Germany|||
11223242|7715297||Oueslatia|Kairouan Governorate|Tunisia|||
11682799|5947892|31G, Shabolova st.||Moscow|Russia|115162||
13031686|7164462||Raqqa||Syria|||
11620160|5947351|Kantemirovskaya ulitsa, 5a|Saint Petersburg|Saint Petersburg|Russia|197342||
12649057|8807455||Ramadi|Al Anbar|Iraq|||
12166080|5947785|Na Pankráci 1724/129|Prague 4||Czech Republic|140 00||
12166081|5947785|Lazarská 8|Prague 2||Czech Republic|120 00||
12166082|5947785|Heršpická 5|Brno||Czech Republic|658 26||
12166083|5947785|Radnická 11|Brno||Czech Republic|602 00||
12166084|5947785|Václavské nám. 1/846|Prague 1||Czech Republic|110 00||
12671613|5804193|Avenida Libertador|Caracas|Distrito Capital|Venezuela|||
12671675|5804193||Caracas|Distrito Capital|Venezuela|||
479551|2081959||||Yemen|||SECO
10788191|7164462||London|England|United Kingdom|||
11780675|8551062|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11780676|8551062||TEHRAN|TEHRAN|Iran|||
12181895|8943070|KR 17 No. 3-21|Sincelejo|Sucre|Colombia|||
12193630|8556006|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
10729010|7101413||||Syria|||
10729055|7101413||||United Kingdom|||
12196764|38798|19, Vavilova Street|Moscow|Moscow|Russia|117997||
12197314|38798|Neglinnaya, 12 Street|Moscow|Moscow|Russia|107016||
12197315|38798|Gasheka|Moscow|Moscow|Russia|125047||
12197498|38798|Bolshaya Morskaya|Saint Petersburg|Leningrad|Russia|190000||
12197499|38798|Ilyinka, 9 Street|Moscow|Moscow|Russia|109097||
12197500|38798|Tverskaya-Yamskaya Street|Moscow|Moscow|Russia|125993||
12694603|5631394|57 Digeni Akrita Ave|Nicosia|Nicosia|Cyprus|1070||
12694604|5631394|85 Fleet Street|London||United Kingdom|EC4Y 1AE||
162689|1870243|Barzeh Street|Damascus|Damascus Governorate|Syria|||
163791|1869775|Via Milanese, 5|Milan|Lombardy|Italy|20099||
163792|1869775|via Italia 89/A|Paderno Dugnano|Milano|Italy|||
163793|1869775|via Provinciale S. Maria Cubito 790|Naples|Campania|Italy|||
10852493|7241138||Dewsbury, West Yorkshire|England|United Kingdom|||
10853461|7242176||||United Kingdom|||
10854760|7243844|||Raqqa|Syria|||
11335458|5331838|49, Avenue de la Harpe|Lausanne|Canton of Vaud|Switzerland|1007||
11335518|5331838|71, Sadovnicheskaya|Moscow||Russia|115035||
11335519|5331838|53, Prospect Vernadskogo|Moscow||Russia|119415||
11335520|5331838|100/1, Dostoevskogo Street|Ufa|Republic of Bashkortostan|Russia|450077||
11335521|5331838|44, Kallipoleos Avenue|Nicosia|Nicosia|Cyprus|1071||
11335522|5331838|2, Khimzavodskaya st.|Rossosh|Voronezh Region|Russia|396657||
11335523|5331838|2, Okhotnyy ryad st.|Moscow||Russia|103159||
11335524|5331838|45, Elektrolesovskaya st.|Volgograd|Volgograd region|Russia|400011||
457209|5362729||Dalian||China|||OFAC
457435|5363665|No. 190 Changjiang Road|Dalian city|Liaoning province|China|||
466007|5393096||||Syria|||
466009|5393096||||Iraq|||SECO
11136228|7602114|Kilómetro 5 Vía Usme|Bogotá|Cundinamarca|Colombia|||
318150|204927||||Tunisia|||SECO
475024|5424748|Hadi Nasrallah Av, MEAB Building, 1st Floor|Beirut||Lebanon|||Sanctions
475027|5424748|Bir el Abed, Snoubra Street, Haret Hreyk|Beirut||Lebanon|||Sanctions
475029|5424748|Tayyouneh, Haret Hreyk|Beirut||Lebanon|||Sanctions
475030|5424748|Port, Nahr|Beirut||Lebanon|||Sanctions
475031|5424748|Ras El Ain|Baalbeck||Lebanon|||
475033|5424748||Hadeth||Lebanon|||
475034|5424748||Nabatiyeh||Lebanon|||Sanctions
475035|5424748|Old Saida Road, Beirut Mall|Beirut||Lebanon|||Sanctions
475036|5424748|Duty-Free Airport, Rafik Hariri International Airport|Beirut||Lebanon|||Sanctions
475038|5424748|Sharl Helo Street, Beirut Seaport|||Lebanon|||Sanctions
475041|5424748|Kamil Shamoun Street, Dekwaneh|Beirut||Lebanon|||Sanctions
475042|5424748||Hermel||Lebanon|||Sanctions
476340|5432283|59, Shcheglovskaya Zaseka ul.|Tula||Russia|300001||
476589|1934265|4th floor, No 65, Dr Ghandi St., Sohravardi Ave.,|Tehran|Tehran Province|Iran|||
13076697|49031||||United States|||
12657581|5030232|Tahrir Street|Baabda|Mount Lebanon Governorate|Lebanon|||
12657582|5030232||Baabda|Mount Lebanon Governorate|Lebanon|||
11654551|8420192|60 Volunska Street||Kiev|Ukraine|03151||
11654552|8420192|Bud. 34 Bul.Lesi Ukrainky||Kyiv|Ukraine|01133||
11654553|8420192|Lesi Ukraini Bulvar 34||Kiev|Ukraine|252133||
12685143|9434553||Beirut|Beirut Governorate|Lebanon|||
485297|321998|4 Al-Habib Thamir Street|Manzal Tmim|Nabul|Tunisia||(home address)|
491538|203019||||Afghanistan|||SECO
491539|203019||||Pakistan|||SECO
11735416|8496534||Magangué|Bolivar|Colombia|||
13117010|9864199|Kilómetro 5 vía Apartadó-Carepa|Apartadó|Antioquia|Colombia|||
398023|1870125||Goma|North Kivu|Democratic Republic of the Congo|||
11780425|8550863|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11780426|8550863||KISH ISLAND|KISH ISLAND|Iran|||
11780695|8551080|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11780696|8551080||TEHRAN|TEHRAN|Iran|||
11780710|8551099|237 MOTAHARI AVE|TEHRAN|TEHRAN|Iran|||
11780711|8551099||TABRIZ|TABRIZ|Iran|||
11785117|8556296|Vavilova Street|MOSCOW||Russia|117997||
11785118|8556296|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
11785119|8556296||MOSCOW|MOSCOW|Russia|||
11712265|8473970|Calle 39 A # 18-29|Montería|Córdoba|Colombia|||
161842|1870125||Gisenyi|Western Province|Rwanda|||
161843|1870125||Goma|North Kivu|Democratic Republic of the Congo|||
161954|1869838|c/o LIMMT ECONOMIC AND TRADE COMPANY, LTD|Dalian|Liaoning |China|116011||
162615|1917853|Lindetorpsvägen 7|Stockholm|Stockholm County|Sweden|121 63||
166989|1933214||Damascus||Syria|||
168097|1869840|3rd Km of Khalaj Road Seyyedi Street|Mashad|Razavi Khorasan Province|Iran|91638||
168098|1869840|Km 4 of Khalaj Road   End of Seyedi Street|Mashad|Razavi Khorasan Province|Iran|||
168099|1869840||Mashad|Razavi Khorasan Province|Iran|||
168100|1869840|Khalaj Rd.,|Mashad|Razavi Khorasan Province|Iran|||
11102773|7475745|Travessa Professor Luiz Leduc, 103B|Cuibá|78008-485|Brazil|Mato Grosso||
11102774|7475745|Av. Henrique Bertin, 9813|Campo Grande|Mato Grosso do Sul|Brazil|79073-785||
189149|2034447|Atrium Building, Weygand Street|Beirut|Beirut|Lebanon|||
191515|204953||Kandahar City||Afghanistan|||SECO
11183706|7666901||Vacoas-Phoenix|Plaines Wilhems District|Mauritius|||
11184501|7667852|Bahnhofstrasse 36|Zurich|Zurich|Switzerland|8001||
12067094|8829485||Sharjah||United Arab Emirates|||
12076329|8837559|Scientific Studies and Research Centre (SSRC), Barzeh Street|Damascus||Syria|||
456934|1868527|Pasdaran Avenue|Tehran|Tehran Province|Iran|19579||
456935|1868527||Tehran|Tehran Province|Iran|||
456936|1868527||Tehran|Tehran Province|Iran|||
457206|5362718|No. 110 Baiyun Street |Dalian|Liaoning|China|||OFAC
11128750|7533233|Low Moor|Bradford|England|United Kingdom|||
11109306|1867006||||Venezuela|||
12106076|8864532|1293 Eldridge Parkway|Houston|Texas|United States|77077||
318445|203246|Street 13|Kabul||Afghanistan|||
11220623|7714780|Leopold Street|Derby|England|United Kingdom|||
11678483|5947239||Khanty-Mansiysk|Khanty-Mansi Autonomous Area|Russia|628012||
12116935|1867006||||United States|||
11208058|7191747||Madrid|Community of Madrid|Spain|||
11208059|7191747||Pereira|Risaralda|Colombia|||
11208060|7191747||||Colombia|||
13078687|9828058|27, 106 St||Cairo Governorate|Egypt|||
12659025|8339192||||Colombia|||
10735111|7108688|||Kabylie region|Algeria|||
10735362|7108923||Manchester||United Kingdom|||
11631122|8398538|# A 21-77|Montería|Córdoba|Colombia|||
13142916|9875535||||Colombia|||
12681887|9428075||||Colombia|||
13112801|9860445||||United Arab Emirates|||
478760|5443205|Calle 51 #47C-02 BRR Centro |San Pedro de Uraba|Antioquia|Colombia|||Sanctions
12147442|3624022||||Syria|||
398764|3799602||Brooklyn, New York City|New York|United States|||
11779095|8549654|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
11779096|8549654|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
11779097|8549654|SAADAT ABAD BANK EGHTESAD NOVIN, SAADAT ABAD BR|TEHRAN|TEHRAN|Iran|1997998185||
10730032|7101486||||Syria|||
11180753|7663308|Saanj, Murree|Rawalpindi|Punjab|Pakistan|||
11711897|8473660||Montería|Córdoba|Colombia|||
13158756|7108537||||Qatar|||
160286|1868278||Babylon|Babylon Province|Iraq|||
162316|1868527||Tehran|Tehran Province|Iran|||
162451|1870099|77 Armaghan Gharbi Street|Tehran City|Tehran Province|Iran|||
11791209|8563007|OVERSEAS INVT. AND NETW. EXPANSION|Tehran|Tehran|Iran|||
11791210|8563007|PASDARAN SQ.|Qeshm|Hormozgān|Iran|||
11794611|8566416|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794933|8566716|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
12757893|8864432||Chalmette|Luisiana|United States|||
13179684|9920742|De la entrada Principal del Colegio Americano, 2 cuadras al oeste y 3 cuadras al norte|Managua|Managua|Nicaragua|||
13179685|9920742|Lomas de Monserrat|Managua|Managua|Nicaragua|||
11405703|8166770||||Syria|||
11405777|8166856||||Syria|||
11405808|8167005||||Syria|||
11779014|8549585|Esfandiar Blvd, Valiasr Ave, Gandi Showmali St.|55944 Tehran||Iran|19686||
11779015|8549585|BANK EGHTESAD NOVIN BUILDING, 51 BARADRAN SHARIFI STREET, GANDI SHOWMALI ST.|TEHRAN|TEHRAN|Iran|1969954345||
11779016|8549585|SANAATGARAN BRANCH, 469 BETWEEN 49TH AND 51ST AVE, KM 15 OF KARAJ ROAD|TEHRAN|TEHRAN|Iran|1396118774||
11785029|8556223|Vavilova Street|MOSCOW||Russia|117997||
11785030|8556223|VAVILOV UL. 19|MOSCOW|MOSCOW|Russia|117997||
11785031|8556223||MOSCOW|MOSCOW|Russia|||
12181901|8943080|KR 17 No. 3-21|Sincelejo|Sucre|Colombia|||
11708152|8470083|N. Tusi Kucesi No. 5|Nakhchivan|Nakhchivan|Azerbaijan|||
11708153|8470083|Elugulu Gemkusar Street|Nakhchivan|Nakhchivan|Azerbaijan|||
13159452|1869631||Foz do Iguacu|Paraná|Brazil|||
13159453|1869631||||Paraguay|||
160473|1869296|Ferdowsi Ave,|Tehran|Tehran Province|Iran|||
160488|1869296|Holzbruecke 2|Hamburg|Hamburg|Germany|20459||
160490|1869296|3 A Chater Road Central||Hong Kong|China|||
162861|1866923||Tehran|Tehran|Iran|||
11342784|7108569||||Germany|||
11790967|8562804|OVERSEAS INVT. AND NETW. EXPANSION, FLOOR 2, 190 MIRDAMAD BLVD|TEHRAN|TEHRAN|Iran|1549634811||
11790968|8562804|KASHANI|ORUMIYEH|ORUMIYEH|Iran|||
11791515|8563240|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791548|8563275|SHAHID SQ.|Bojnurd|North Khorasan|Iran|||
11791550|8563275|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791658|8563376|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791659|8563376|SHARIATI|TEHRAN|TEHRAN|Iran|||
11791684|8563390|OVERSEAS INVT. AND NETW. EXPANSION|Tehran|Tehran|Iran|||
11791685|8563390|MELAT|Shahrekord|Chaharmahal and Bakhtiari|Iran|||
11791840|8563476|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11791841|8563476|EMAM KHOMEINI|MAYBOD|MAYBOD|Iran|||
11793771|1869296|115-0140 Baniyas Street|Dubai|Dubai|United Arab Emirates|||
11793773|1869296|1426 Mbd Area, 3505|Muscat|Ruwi|Oman|112||
11793776|1869296|43 Avenue Montaigne|Paris|Île de France|France|75008||
11794381|8566198|MIRDAMAD BLVD|TEHRAN||Iran|1549634811||
11794382|8566198|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
11794383|8566198|VAHDAT SQ. EMAM KHOMEINI|GORGAN|GORGAN|Iran|||
11794432|8566247|OVERSEAS INVT. AND NETW. EXPANSION|TEHRAN|TEHRAN|Iran|1549634811||
12258042|9021210|Lenin square, house 1|Schekino town|Tula region|Russia|301248||
12749648|312395|19, Vavilova street|Moscow|Moscow|Russia|117997||
